da_1hr_lmp ($/MWh),Datetime
156.80585,2022-12-29T11:00:00.000Z
153.34795,2022-12-29T12:00:00.000Z
154.55453,2022-12-29T13:00:00.000Z
163.41422,2022-12-29T14:00:00.000Z
181.99057,2022-12-29T15:00:00.000Z
179.62273,2022-12-29T16:00:00.000Z
173.1282,2022-12-29T17:00:00.000Z
164.07254,2022-12-29T18:00:00.000Z
157.40454,2022-12-29T19:00:00.000Z
155.47678,2022-12-29T20:00:00.000Z
154.60976,2022-12-29T21:00:00.000Z
155.08662,2022-12-29T22:00:00.000Z
163.51614,2022-12-29T23:00:00.000Z
181.26112,2022-12-30T00:00:00.000Z
209.83269,2022-12-30T01:00:00.000Z
219.30392,2022-12-30T02:00:00.000Z
210.16628,2022-12-30T03:00:00.000Z
210.54622,2022-12-30T04:00:00.000Z
208.84357,2022-12-30T05:00:00.000Z
198.90076,2022-12-30T06:00:00.000Z
181.60152,2022-12-30T07:00:00.000Z
175.20132,2022-12-30T08:00:00.000Z
128.35124,2022-12-30T09:00:00.000Z
122.74282,2022-12-30T10:00:00.000Z
118.89908,2022-12-30T11:00:00.000Z
118.58407,2022-12-30T12:00:00.000Z
119.80882,2022-12-30T13:00:00.000Z
120.87813,2022-12-30T14:00:00.000Z
130.0343,2022-12-30T15:00:00.000Z
133.34862,2022-12-30T16:00:00.000Z
130.52608,2022-12-30T17:00:00.000Z
119.56878,2022-12-30T18:00:00.000Z
112.18728,2022-12-30T19:00:00.000Z
111.88334,2022-12-30T20:00:00.000Z
109.43795,2022-12-30T21:00:00.000Z
107.35523,2022-12-30T22:00:00.000Z
113.30956,2022-12-30T23:00:00.000Z
124.33824,2022-12-31T00:00:00.000Z
154.603,2022-12-31T01:00:00.000Z
160.49808,2022-12-31T02:00:00.000Z
154.58981,2022-12-31T03:00:00.000Z
153.32661,2022-12-31T04:00:00.000Z
149.1238,2022-12-31T05:00:00.000Z
140.08386,2022-12-31T06:00:00.000Z
128.16971,2022-12-31T07:00:00.000Z
123.14197,2022-12-31T08:00:00.000Z
107.54228,2022-12-31T09:00:00.000Z
105.50194,2022-12-31T10:00:00.000Z
105.44723,2022-12-31T11:00:00.000Z
102.54392,2022-12-31T12:00:00.000Z
105.00329,2022-12-31T13:00:00.000Z
107.09335,2022-12-31T14:00:00.000Z
107.56119,2022-12-31T15:00:00.000Z
106.64689,2022-12-31T16:00:00.000Z
110.45976,2022-12-31T17:00:00.000Z
109.23429,2022-12-31T18:00:00.000Z
108.03624,2022-12-31T19:00:00.000Z
105.52741,2022-12-31T20:00:00.000Z
104.76256,2022-12-31T21:00:00.000Z
105.55786,2022-12-31T22:00:00.000Z
110.16531,2022-12-31T23:00:00.000Z
119.07394,2023-01-01T00:00:00.000Z
134.4145,2023-01-01T01:00:00.000Z
146.14113,2023-01-01T02:00:00.000Z
139.27606,2023-01-01T03:00:00.000Z
135.35551,2023-01-01T04:00:00.000Z
165.8312,2022-12-08T05:00:00.000Z
160.44362,2022-12-08T06:00:00.000Z
147.72775,2022-12-08T07:00:00.000Z
139.79196,2022-12-08T08:00:00.000Z
166.31233,2022-12-08T09:00:00.000Z
160.3801,2022-12-08T10:00:00.000Z
157.21753,2022-12-08T11:00:00.000Z
159.08936,2022-12-08T12:00:00.000Z
163.55408,2022-12-08T13:00:00.000Z
188.5795,2022-12-08T14:00:00.000Z
221.95609,2022-12-08T15:00:00.000Z
194.69147,2022-12-08T16:00:00.000Z
157.28075,2022-12-08T17:00:00.000Z
142.98601,2022-12-08T18:00:00.000Z
139.43991,2022-12-08T19:00:00.000Z
134.182,2022-12-08T20:00:00.000Z
132.70877,2022-12-08T21:00:00.000Z
135.67627,2022-12-08T22:00:00.000Z
144.13159,2022-12-08T23:00:00.000Z
170.68192,2022-12-09T00:00:00.000Z
222.14014,2022-12-09T01:00:00.000Z
236.01189,2022-12-09T02:00:00.000Z
219.12103,2022-12-09T03:00:00.000Z
219.77583,2022-12-09T04:00:00.000Z
215.96204,2022-12-09T05:00:00.000Z
205.55978,2022-12-09T06:00:00.000Z
182.06621,2022-12-09T07:00:00.000Z
173.60884,2022-12-09T08:00:00.000Z
238.9195,2022-12-09T09:00:00.000Z
231.29109,2022-12-09T10:00:00.000Z
226.0337,2022-12-09T11:00:00.000Z
225.26746,2022-12-09T12:00:00.000Z
233.30405,2022-12-09T13:00:00.000Z
276.38007,2022-12-09T14:00:00.000Z
326.05307,2022-12-09T15:00:00.000Z
277.15427,2022-12-09T16:00:00.000Z
225.15572,2022-12-09T17:00:00.000Z
210.38718,2022-12-09T18:00:00.000Z
199.21896,2022-12-09T19:00:00.000Z
192.0013,2022-12-09T20:00:00.000Z
182.99805,2022-12-09T21:00:00.000Z
179.37158,2022-12-09T22:00:00.000Z
198.43118,2022-12-09T23:00:00.000Z
240.1331,2022-12-10T00:00:00.000Z
305.2106,2022-12-10T01:00:00.000Z
319.15668,2022-12-10T02:00:00.000Z
309.57758,2022-12-10T03:00:00.000Z
306.13412,2022-12-10T04:00:00.000Z
307.28445,2022-12-10T05:00:00.000Z
304.35114,2022-12-10T06:00:00.000Z
299.33255,2022-12-10T07:00:00.000Z
277.27237,2022-12-10T08:00:00.000Z
374.98465,2022-12-10T09:00:00.000Z
360.65054,2022-12-10T10:00:00.000Z
337.25153,2022-12-10T11:00:00.000Z
336.84784,2022-12-10T12:00:00.000Z
336.58902,2022-12-10T13:00:00.000Z
348.62195,2022-12-10T14:00:00.000Z
382.697,2022-12-10T15:00:00.000Z
350.01755,2022-12-10T16:00:00.000Z
306.87924,2022-12-10T17:00:00.000Z
284.47943,2022-12-10T18:00:00.000Z
277.83832,2022-12-10T19:00:00.000Z
282.5856,2022-12-10T20:00:00.000Z
264.6713,2022-12-10T21:00:00.000Z
270.34338,2022-12-10T22:00:00.000Z
285.50867,2022-12-10T23:00:00.000Z
340.8323,2022-12-11T00:00:00.000Z
397.76828,2022-12-11T01:00:00.000Z
407.6998,2022-12-11T02:00:00.000Z
405.9262,2022-12-11T03:00:00.000Z
397.17657,2022-12-11T04:00:00.000Z
400.78665,2022-12-11T05:00:00.000Z
396.5736,2022-12-11T06:00:00.000Z
377.47034,2022-12-11T07:00:00.000Z
342.13626,2022-12-11T08:00:00.000Z
358.5344,2022-12-11T09:00:00.000Z
354.4539,2022-12-11T10:00:00.000Z
342.94455,2022-12-11T11:00:00.000Z
341.8396,2022-12-11T12:00:00.000Z
341.7893,2022-12-11T13:00:00.000Z
356.42126,2022-12-11T14:00:00.000Z
352.14886,2022-12-11T15:00:00.000Z
336.31665,2022-12-11T16:00:00.000Z
310.6617,2022-12-11T17:00:00.000Z
304.59116,2022-12-11T18:00:00.000Z
302.45123,2022-12-11T19:00:00.000Z
299.10352,2022-12-11T20:00:00.000Z
294.3931,2022-12-11T21:00:00.000Z
294.18918,2022-12-11T22:00:00.000Z
301.2657,2022-12-11T23:00:00.000Z
342.4319,2022-12-12T00:00:00.000Z
411.86407,2022-12-12T01:00:00.000Z
423.94315,2022-12-12T02:00:00.000Z
415.21042,2022-12-12T03:00:00.000Z
417.48767,2022-12-12T04:00:00.000Z
415.51495,2022-12-12T05:00:00.000Z
412.8256,2022-12-12T06:00:00.000Z
379.95456,2022-12-12T07:00:00.000Z
345.4051,2022-12-12T08:00:00.000Z
352.28647,2022-12-12T09:00:00.000Z
345.60144,2022-12-12T10:00:00.000Z
335.61688,2022-12-12T11:00:00.000Z
335.69806,2022-12-12T12:00:00.000Z
342.40744,2022-12-12T13:00:00.000Z
369.4353,2022-12-12T14:00:00.000Z
468.90268,2022-12-12T15:00:00.000Z
457.9177,2022-12-12T16:00:00.000Z
370.82666,2022-12-12T17:00:00.000Z
336.9328,2022-12-12T18:00:00.000Z
334.27774,2022-12-12T19:00:00.000Z
328.0247,2022-12-12T20:00:00.000Z
317.6273,2022-12-12T21:00:00.000Z
317.1296,2022-12-12T22:00:00.000Z
323.68314,2022-12-12T23:00:00.000Z
384.8741,2022-12-13T00:00:00.000Z
481.83456,2022-12-13T01:00:00.000Z
510.82968,2022-12-13T02:00:00.000Z
505.06314,2022-12-13T03:00:00.000Z
490.97382,2022-12-13T04:00:00.000Z
487.1349,2022-12-13T05:00:00.000Z
483.10605,2022-12-13T06:00:00.000Z
412.6748,2022-12-13T07:00:00.000Z
392.27704,2022-12-13T08:00:00.000Z
325.85284,2022-12-13T09:00:00.000Z
323.06534,2022-12-13T10:00:00.000Z
325.13113,2022-12-13T11:00:00.000Z
329.74127,2022-12-13T12:00:00.000Z
336.3889,2022-12-13T13:00:00.000Z
376.05914,2022-12-13T14:00:00.000Z
442.44586,2022-12-13T15:00:00.000Z
399.22125,2022-12-13T16:00:00.000Z
330.1832,2022-12-13T17:00:00.000Z
298.67175,2022-12-13T18:00:00.000Z
272.56177,2022-12-13T19:00:00.000Z
261.9076,2022-12-13T20:00:00.000Z
252.6975,2022-12-13T21:00:00.000Z
250.60188,2022-12-13T22:00:00.000Z
279.97977,2022-12-13T23:00:00.000Z
330.398,2022-12-14T00:00:00.000Z
419.8359,2022-12-14T01:00:00.000Z
454.5,2022-12-14T02:00:00.000Z
439.05237,2022-12-14T03:00:00.000Z
422.40973,2022-12-14T04:00:00.000Z
423.1799,2022-12-14T05:00:00.000Z
421.1311,2022-12-14T06:00:00.000Z
385.68732,2022-12-14T07:00:00.000Z
353.36227,2022-12-14T08:00:00.000Z
381.0198,2022-12-14T09:00:00.000Z
362.55,2022-12-14T10:00:00.000Z
362.18884,2022-12-14T11:00:00.000Z
363.0042,2022-12-14T12:00:00.000Z
379.93182,2022-12-14T13:00:00.000Z
450.8379,2022-12-14T14:00:00.000Z
508.95105,2022-12-14T15:00:00.000Z
476.77026,2022-12-14T16:00:00.000Z
348.73715,2022-12-14T17:00:00.000Z
306.79254,2022-12-14T18:00:00.000Z
299.0504,2022-12-14T19:00:00.000Z
295.33038,2022-12-14T20:00:00.000Z
294.05698,2022-12-14T21:00:00.000Z
293.62958,2022-12-14T22:00:00.000Z
312.12878,2022-12-14T23:00:00.000Z
368.6399,2022-12-15T00:00:00.000Z
482.9035,2022-12-15T01:00:00.000Z
533.5437,2022-12-15T02:00:00.000Z
520.57886,2022-12-15T03:00:00.000Z
493.63437,2022-12-15T04:00:00.000Z
486.81537,2022-12-15T05:00:00.000Z
480.91974,2022-12-15T06:00:00.000Z
447.47394,2022-12-15T07:00:00.000Z
408.16595,2022-12-15T08:00:00.000Z
274.7195,2022-12-15T09:00:00.000Z
257.9845,2022-12-15T10:00:00.000Z
258.07635,2022-12-15T11:00:00.000Z
256.9633,2022-12-15T12:00:00.000Z
272.21906,2022-12-15T13:00:00.000Z
290.23773,2022-12-15T14:00:00.000Z
338.9464,2022-12-15T15:00:00.000Z
310.61484,2022-12-15T16:00:00.000Z
258.6005,2022-12-15T17:00:00.000Z
220.8877,2022-12-15T18:00:00.000Z
212.82613,2022-12-15T19:00:00.000Z
197.22943,2022-12-15T20:00:00.000Z
195.20596,2022-12-15T21:00:00.000Z
193.77068,2022-12-15T22:00:00.000Z
216.3695,2022-12-15T23:00:00.000Z
259.7581,2022-12-16T00:00:00.000Z
313.2903,2022-12-16T01:00:00.000Z
341.94083,2022-12-16T02:00:00.000Z
337.74426,2022-12-16T03:00:00.000Z
318.54834,2022-12-16T04:00:00.000Z
312.78497,2022-12-16T05:00:00.000Z
303.9316,2022-12-16T06:00:00.000Z
288.3964,2022-12-16T07:00:00.000Z
272.34998,2022-12-16T08:00:00.000Z
305.03592,2022-12-16T09:00:00.000Z
298.76077,2022-12-16T10:00:00.000Z
289.41592,2022-12-16T11:00:00.000Z
291.25156,2022-12-16T12:00:00.000Z
314.24524,2022-12-16T13:00:00.000Z
347.56577,2022-12-16T14:00:00.000Z
405.06885,2022-12-16T15:00:00.000Z
377.50204,2022-12-16T16:00:00.000Z
289.41522,2022-12-16T17:00:00.000Z
245.7301,2022-12-16T18:00:00.000Z
235.69981,2022-12-16T19:00:00.000Z
220.1004,2022-12-16T20:00:00.000Z
207.14423,2022-12-16T21:00:00.000Z
199.21356,2022-12-16T22:00:00.000Z
219.40086,2022-12-16T23:00:00.000Z
273.7054,2022-12-17T00:00:00.000Z
381.97748,2022-12-17T01:00:00.000Z
402.44,2022-12-17T02:00:00.000Z
393.19208,2022-12-17T03:00:00.000Z
385.66302,2022-12-17T04:00:00.000Z
383.00034,2022-12-17T05:00:00.000Z
373.02344,2022-12-17T06:00:00.000Z
359.86255,2022-12-17T07:00:00.000Z
332.77948,2022-12-17T08:00:00.000Z
287.6569,2022-12-17T09:00:00.000Z
272.53284,2022-12-17T10:00:00.000Z
267.11813,2022-12-17T11:00:00.000Z
267.43802,2022-12-17T12:00:00.000Z
268.7637,2022-12-17T13:00:00.000Z
286.4711,2022-12-17T14:00:00.000Z
311.58813,2022-12-17T15:00:00.000Z
281.66,2022-12-17T16:00:00.000Z
233.34447,2022-12-17T17:00:00.000Z
215.54286,2022-12-17T18:00:00.000Z
203.68147,2022-12-17T19:00:00.000Z
201.91762,2022-12-17T20:00:00.000Z
197.26337,2022-12-17T21:00:00.000Z
202.41823,2022-12-17T22:00:00.000Z
212.77779,2022-12-17T23:00:00.000Z
258.5746,2022-12-18T00:00:00.000Z
311.79843,2022-12-18T01:00:00.000Z
330.65204,2022-12-18T02:00:00.000Z
323.95135,2022-12-18T03:00:00.000Z
309.49557,2022-12-18T04:00:00.000Z
312.1047,2022-12-18T05:00:00.000Z
309.96863,2022-12-18T06:00:00.000Z
304.21387,2022-12-18T07:00:00.000Z
285.7828,2022-12-18T08:00:00.000Z
248.08185,2022-12-18T09:00:00.000Z
246.4295,2022-12-18T10:00:00.000Z
237.41068,2022-12-18T11:00:00.000Z
238.38167,2022-12-18T12:00:00.000Z
237.59454,2022-12-18T13:00:00.000Z
238.35645,2022-12-18T14:00:00.000Z
248.1282,2022-12-18T15:00:00.000Z
240.81189,2022-12-18T16:00:00.000Z
223.69868,2022-12-18T17:00:00.000Z
191.95332,2022-12-18T18:00:00.000Z
177.82704,2022-12-18T19:00:00.000Z
170.08707,2022-12-18T20:00:00.000Z
159.91212,2022-12-18T21:00:00.000Z
161.00922,2022-12-18T22:00:00.000Z
172.22134,2022-12-18T23:00:00.000Z
223.34213,2022-12-19T00:00:00.000Z
287.2227,2022-12-19T01:00:00.000Z
290.96973,2022-12-19T02:00:00.000Z
290.23145,2022-12-19T03:00:00.000Z
291.43085,2022-12-19T04:00:00.000Z
290.44562,2022-12-19T05:00:00.000Z
287.95236,2022-12-19T06:00:00.000Z
282.49103,2022-12-19T07:00:00.000Z
238.17842,2022-12-19T08:00:00.000Z
248.39891,2022-12-19T09:00:00.000Z
246.3865,2022-12-19T10:00:00.000Z
246.46358,2022-12-19T11:00:00.000Z
242.93393,2022-12-19T12:00:00.000Z
250.13959,2022-12-19T13:00:00.000Z
272.94244,2022-12-19T14:00:00.000Z
367.48126,2022-12-19T15:00:00.000Z
331.29645,2022-12-19T16:00:00.000Z
250.88232,2022-12-19T17:00:00.000Z
231.5995,2022-12-19T18:00:00.000Z
217.12154,2022-12-19T19:00:00.000Z
210.65375,2022-12-19T20:00:00.000Z
211.41685,2022-12-19T21:00:00.000Z
217.52786,2022-12-19T22:00:00.000Z
224.84637,2022-12-19T23:00:00.000Z
266.4763,2022-12-20T00:00:00.000Z
350.95416,2022-12-20T01:00:00.000Z
380.77887,2022-12-20T02:00:00.000Z
357.93942,2022-12-20T03:00:00.000Z
355.2622,2022-12-20T04:00:00.000Z
192.86159,2022-12-02T05:00:00.000Z
176.654,2022-12-02T06:00:00.000Z
147.29008,2022-12-02T07:00:00.000Z
147.95615,2022-12-02T08:00:00.000Z
149.9392,2022-12-02T09:00:00.000Z
143.5531,2022-12-02T10:00:00.000Z
146.55586,2022-12-02T11:00:00.000Z
146.55586,2022-12-02T12:00:00.000Z
143.39851,2022-12-02T13:00:00.000Z
160.27,2022-12-02T14:00:00.000Z
205,2022-12-02T15:00:00.000Z
187.02264,2022-12-02T16:00:00.000Z
160.8287,2022-12-02T17:00:00.000Z
148.2531,2022-12-02T18:00:00.000Z
145.02164,2022-12-02T19:00:00.000Z
139.09238,2022-12-02T20:00:00.000Z
143.8899,2022-12-02T21:00:00.000Z
134.54858,2022-12-02T22:00:00.000Z
151.98,2022-12-02T23:00:00.000Z
175.53526,2022-12-03T00:00:00.000Z
225,2022-12-03T01:00:00.000Z
251.26251,2022-12-03T02:00:00.000Z
229.29276,2022-12-03T03:00:00.000Z
220.12009,2022-12-03T04:00:00.000Z
225,2022-12-03T05:00:00.000Z
217.6045,2022-12-03T06:00:00.000Z
201.02802,2022-12-03T07:00:00.000Z
177.1091,2022-12-03T08:00:00.000Z
157.9,2022-12-03T09:00:00.000Z
150.58698,2022-12-03T10:00:00.000Z
148.74152,2022-12-03T11:00:00.000Z
150,2022-12-03T12:00:00.000Z
154.31,2022-12-03T13:00:00.000Z
155.77,2022-12-03T14:00:00.000Z
171.60414,2022-12-03T15:00:00.000Z
158.37007,2022-12-03T16:00:00.000Z
135.76753,2022-12-03T17:00:00.000Z
124.01274,2022-12-03T18:00:00.000Z
119.24706,2022-12-03T19:00:00.000Z
120.33881,2022-12-03T20:00:00.000Z
113.84508,2022-12-03T21:00:00.000Z
114.15916,2022-12-03T22:00:00.000Z
118.93803,2022-12-03T23:00:00.000Z
145.18646,2022-12-04T00:00:00.000Z
172.67252,2022-12-04T01:00:00.000Z
188.37993,2022-12-04T02:00:00.000Z
173.34718,2022-12-04T03:00:00.000Z
173.32909,2022-12-04T04:00:00.000Z
172.30086,2022-12-04T05:00:00.000Z
169.70938,2022-12-04T06:00:00.000Z
148.3514,2022-12-04T07:00:00.000Z
140.63094,2022-12-04T08:00:00.000Z
131.76588,2022-12-04T09:00:00.000Z
132.49602,2022-12-04T10:00:00.000Z
125.18654,2022-12-04T11:00:00.000Z
121.44993,2022-12-04T12:00:00.000Z
121.15324,2022-12-04T13:00:00.000Z
131.72485,2022-12-04T14:00:00.000Z
142.44603,2022-12-04T15:00:00.000Z
129.23253,2022-12-04T16:00:00.000Z
123.74167,2022-12-04T17:00:00.000Z
114.82544,2022-12-04T18:00:00.000Z
110.31611,2022-12-04T19:00:00.000Z
103.48978,2022-12-04T20:00:00.000Z
97.5511,2022-12-04T21:00:00.000Z
96.72358,2022-12-04T22:00:00.000Z
107.96661,2022-12-04T23:00:00.000Z
130.40408,2022-12-05T00:00:00.000Z
157.26645,2022-12-05T01:00:00.000Z
187.22,2022-12-05T02:00:00.000Z
160.83945,2022-12-05T03:00:00.000Z
157.81773,2022-12-05T04:00:00.000Z
157.81773,2022-12-05T05:00:00.000Z
154.81773,2022-12-05T06:00:00.000Z
137.04572,2022-12-05T07:00:00.000Z
127.47409,2022-12-05T08:00:00.000Z
121.56766,2022-12-05T09:00:00.000Z
120.51707,2022-12-05T10:00:00.000Z
119.19377,2022-12-05T11:00:00.000Z
118.7848,2022-12-05T12:00:00.000Z
122.51532,2022-12-05T13:00:00.000Z
137.95158,2022-12-05T14:00:00.000Z
170.25,2022-12-05T15:00:00.000Z
172.1255,2022-12-05T16:00:00.000Z
139,2022-12-05T17:00:00.000Z
124.32135,2022-12-05T18:00:00.000Z
116.29125,2022-12-05T19:00:00.000Z
105.72329,2022-12-05T20:00:00.000Z
101.89546,2022-12-05T21:00:00.000Z
100.99767,2022-12-05T22:00:00.000Z
109.25038,2022-12-05T23:00:00.000Z
139.8361,2022-12-06T00:00:00.000Z
178.34464,2022-12-06T01:00:00.000Z
200.00018,2022-12-06T02:00:00.000Z
184.49463,2022-12-06T03:00:00.000Z
177.67464,2022-12-06T04:00:00.000Z
171.82146,2022-12-06T05:00:00.000Z
160.24544,2022-12-06T06:00:00.000Z
137.97595,2022-12-06T07:00:00.000Z
126.57374,2022-12-06T08:00:00.000Z
126.7282,2022-12-06T09:00:00.000Z
124.95097,2022-12-06T10:00:00.000Z
122.56508,2022-12-06T11:00:00.000Z
124.26615,2022-12-06T12:00:00.000Z
128.79729,2022-12-06T13:00:00.000Z
147.8491,2022-12-06T14:00:00.000Z
172.87,2022-12-06T15:00:00.000Z
169.71912,2022-12-06T16:00:00.000Z
147.92055,2022-12-06T17:00:00.000Z
137.3,2022-12-06T18:00:00.000Z
130,2022-12-06T19:00:00.000Z
127.68091,2022-12-06T20:00:00.000Z
119.4018,2022-12-06T21:00:00.000Z
119.98386,2022-12-06T22:00:00.000Z
130.35,2022-12-06T23:00:00.000Z
157.88,2022-12-07T00:00:00.000Z
186.58,2022-12-07T01:00:00.000Z
206.99,2022-12-07T02:00:00.000Z
190,2022-12-07T03:00:00.000Z
186,2022-12-07T04:00:00.000Z
106.06035,2022-11-25T01:00:00.000Z
108.39541,2022-11-25T02:00:00.000Z
104.64289,2022-11-25T03:00:00.000Z
103.41576,2022-11-25T04:00:00.000Z
102.69888,2022-11-25T05:00:00.000Z
102.43635,2022-11-25T06:00:00.000Z
103.12525,2022-11-25T07:00:00.000Z
102.57028,2022-11-25T08:00:00.000Z
95.52714,2022-11-25T09:00:00.000Z
95.90313,2022-11-25T10:00:00.000Z
91.64792,2022-11-25T11:00:00.000Z
94.71331,2022-11-25T12:00:00.000Z
99.55521,2022-11-25T13:00:00.000Z
105.89145,2022-11-25T14:00:00.000Z
107.67212,2022-11-25T15:00:00.000Z
91.21152,2022-11-25T16:00:00.000Z
57.61956,2022-11-25T17:00:00.000Z
42.77957,2022-11-25T18:00:00.000Z
39.94593,2022-11-25T19:00:00.000Z
42.78099,2022-11-25T20:00:00.000Z
40.44208,2022-11-25T21:00:00.000Z
43.35762,2022-11-25T22:00:00.000Z
59.6909,2022-11-25T23:00:00.000Z
92.95019,2022-11-26T00:00:00.000Z
116.09951,2022-11-26T01:00:00.000Z
121.8484,2022-11-26T02:00:00.000Z
113.29527,2022-11-26T03:00:00.000Z
112.16242,2022-11-26T04:00:00.000Z
110.98546,2022-11-26T05:00:00.000Z
109.33441,2022-11-26T06:00:00.000Z
108.10034,2022-11-26T07:00:00.000Z
103.65711,2022-11-26T08:00:00.000Z
91.07338,2022-11-26T09:00:00.000Z
89.75992,2022-11-26T10:00:00.000Z
90.79,2022-11-26T11:00:00.000Z
89.04359,2022-11-26T12:00:00.000Z
93.60585,2022-11-26T13:00:00.000Z
99.22471,2022-11-26T14:00:00.000Z
101.10164,2022-11-26T15:00:00.000Z
88.52498,2022-11-26T16:00:00.000Z
72.95263,2022-11-26T17:00:00.000Z
54.44168,2022-11-26T18:00:00.000Z
42.796,2022-11-26T19:00:00.000Z
39.00803,2022-11-26T20:00:00.000Z
34.84232,2022-11-26T21:00:00.000Z
34.09285,2022-11-26T22:00:00.000Z
57.76047,2022-11-26T23:00:00.000Z
88.56098,2022-11-27T00:00:00.000Z
109.62254,2022-11-27T01:00:00.000Z
115.02959,2022-11-27T02:00:00.000Z
104.34997,2022-11-27T03:00:00.000Z
103.30334,2022-11-27T04:00:00.000Z
103.31426,2022-11-27T05:00:00.000Z
103.145,2022-11-27T06:00:00.000Z
100.81494,2022-11-27T07:00:00.000Z
100,2022-11-27T08:00:00.000Z
98.73834,2022-11-27T09:00:00.000Z
99,2022-11-27T10:00:00.000Z
99.84351,2022-11-27T11:00:00.000Z
99.03469,2022-11-27T12:00:00.000Z
99.13854,2022-11-27T13:00:00.000Z
102.06368,2022-11-27T14:00:00.000Z
101.60689,2022-11-27T15:00:00.000Z
83.57166,2022-11-27T16:00:00.000Z
70.41176,2022-11-27T17:00:00.000Z
48.19181,2022-11-27T18:00:00.000Z
38.2955,2022-11-27T19:00:00.000Z
36.72827,2022-11-27T20:00:00.000Z
31.52317,2022-11-27T21:00:00.000Z
30.97935,2022-11-27T22:00:00.000Z
53.52031,2022-11-27T23:00:00.000Z
92.67374,2022-11-28T00:00:00.000Z
104.39348,2022-11-28T01:00:00.000Z
111.8255,2022-11-28T02:00:00.000Z
100.96802,2022-11-28T03:00:00.000Z
99.69279,2022-11-28T04:00:00.000Z
99.4025,2022-11-28T05:00:00.000Z
98.66362,2022-11-28T06:00:00.000Z
98.0098,2022-11-28T07:00:00.000Z
93.64646,2022-11-28T08:00:00.000Z
101.25692,2022-11-28T09:00:00.000Z
93.20353,2022-11-28T10:00:00.000Z
92.40856,2022-11-28T11:00:00.000Z
92.10617,2022-11-28T12:00:00.000Z
92.87328,2022-11-28T13:00:00.000Z
105.6452,2022-11-28T14:00:00.000Z
131.21262,2022-11-28T15:00:00.000Z
124.53561,2022-11-28T16:00:00.000Z
86.47653,2022-11-28T17:00:00.000Z
76.8009,2022-11-28T18:00:00.000Z
71.59727,2022-11-28T19:00:00.000Z
67.37299,2022-11-28T20:00:00.000Z
63.29974,2022-11-28T21:00:00.000Z
66.15971,2022-11-28T22:00:00.000Z
74.62858,2022-11-28T23:00:00.000Z
94.80918,2022-11-29T00:00:00.000Z
122.76735,2022-11-29T01:00:00.000Z
136.57645,2022-11-29T02:00:00.000Z
123.64689,2022-11-29T03:00:00.000Z
120.33783,2022-11-29T04:00:00.000Z
118.15107,2022-11-29T05:00:00.000Z
117.18298,2022-11-29T06:00:00.000Z
107.03359,2022-11-29T07:00:00.000Z
99.75635,2022-11-29T08:00:00.000Z
93.14362,2022-11-29T09:00:00.000Z
90.80588,2022-11-29T10:00:00.000Z
91.11674,2022-11-29T11:00:00.000Z
91.03864,2022-11-29T12:00:00.000Z
92.55496,2022-11-29T13:00:00.000Z
106.09192,2022-11-29T14:00:00.000Z
152.55,2022-11-29T15:00:00.000Z
116.27062,2022-11-29T16:00:00.000Z
90.89235,2022-11-29T17:00:00.000Z
80.40101,2022-11-29T18:00:00.000Z
76.05996,2022-11-29T19:00:00.000Z
74.52054,2022-11-29T20:00:00.000Z
70.34536,2022-11-29T21:00:00.000Z
70.64877,2022-11-29T22:00:00.000Z
79.30607,2022-11-29T23:00:00.000Z
113.47162,2022-11-30T00:00:00.000Z
154.9,2022-11-30T01:00:00.000Z
174.11,2022-11-30T02:00:00.000Z
166.02,2022-11-30T03:00:00.000Z
159.68,2022-11-30T04:00:00.000Z
158.65,2022-11-30T05:00:00.000Z
154.04,2022-11-30T06:00:00.000Z
124.54785,2022-11-30T07:00:00.000Z
120.6134,2022-11-30T08:00:00.000Z
126.72823,2022-11-30T09:00:00.000Z
120.15498,2022-11-30T10:00:00.000Z
117.19117,2022-11-30T11:00:00.000Z
122.4,2022-11-30T12:00:00.000Z
123.26067,2022-11-30T13:00:00.000Z
143.67143,2022-11-30T14:00:00.000Z
171.34436,2022-11-30T15:00:00.000Z
148.82536,2022-11-30T16:00:00.000Z
113.66307,2022-11-30T17:00:00.000Z
100.70783,2022-11-30T18:00:00.000Z
94.81985,2022-11-30T19:00:00.000Z
89.33659,2022-11-30T20:00:00.000Z
88.65243,2022-11-30T21:00:00.000Z
86.18744,2022-11-30T22:00:00.000Z
99.58331,2022-11-30T23:00:00.000Z
125.13422,2022-12-01T00:00:00.000Z
155,2022-12-01T01:00:00.000Z
183.92,2022-12-01T02:00:00.000Z
160.70116,2022-12-01T03:00:00.000Z
157.63,2022-12-01T04:00:00.000Z
95.85667,2023-04-15T04:00:00.000Z
79.91599,2023-04-15T05:00:00.000Z
73.96526,2023-04-15T06:00:00.000Z
67.0634,2023-04-15T07:00:00.000Z
65.35539,2023-04-15T08:00:00.000Z
63.63037,2023-04-15T09:00:00.000Z
64.94338,2023-04-15T10:00:00.000Z
64.91027,2023-04-15T11:00:00.000Z
71.59434,2023-04-15T12:00:00.000Z
82.51373,2023-04-15T13:00:00.000Z
79.34133,2023-04-15T14:00:00.000Z
47.50047,2023-04-15T15:00:00.000Z
10.49935,2023-04-15T16:00:00.000Z
3.76333,2023-04-15T17:00:00.000Z
-1.02445,2023-04-15T18:00:00.000Z
-2.62385,2023-04-15T19:00:00.000Z
